title,text,rating
Trải nghiệm tốt tại Era,"Đồ ăn tại quán ngon, tươi, sạch sẽ, vị tẩm ướp đậm đà vừa đủ, phục vụ nhiệt tình, sẽ quay lại quán để thử thêm các món khác của quán ạ",3
10 điểm nên đi,"10đ không có nhưng 
Quán view đẹp nhân viên 10đ, anh bartender tên Tùng rất thân thiện, pha đồ ngon, đa dạng, nhân viên nhiệt tình 
Sẽ quay lại",3
"Thiết kế cổ áo không phù hợp, mặc không đẹp","Kiểu cổ áo mặc lên kì kì, Mình mặc không đep.",1
Trang nghiêm,"Hãy đến đây vào các khung giờ:
5h sáng: lễ thượng cờ bắt đầu diễn ra, bạn sẽ được chứng kiến sự trang nghiêm của buổi lễ trong không khí se lạnh của một sáng Hà Nội.
16h: bãi cỏ được phun nước trông như phim Hàn Quốc
21h: lễ hạ cờ. Bạn sẽ được chứng kiến buổi lễ trang nghiêm cùng hàng trăm người dân Việt Nam",3
Đồ ăn ngon. Nhân viên. Nhiệt tình,Mình đi ăn theo review trên tiktok. Ngon hơn dự kiến. Nên thử nha mn. Nhân viên nhiệt tình. Nch là 10đ ạ,3
Bùi Viện rất náo nhiệt và đông vui,"Tôi đã ở đây 1 buổi tối , tất cả mọi thứ đúng như những gì tôi nghĩ, nơi đây thực chất là 1 khu phố giải trí,  nếu bạn là 1 người thích giải trí thì  nơi đây là 1 sự lựa chọn rất phù hợp",3
Bãi biển sạch & cát mịn,Bãi biển sạch & hoang sơ. Bãi cát mịn & trải dài. Buổi chiều khách tắm biển khá đông. Tập trung khá nhiều khách du lịch tại Hội an.,3
"Món ăn tươi, ngon, bắt mắt. Không gian rộng rãi, dễ chịu. Nv rất dễ thương, sẽ quay lại thêm nữa 💕💕💕💕💕💕💕💕💕💕💕","Món ăn tươi, ngon, bắt mắt. Không gian rộng rãi, dễ chịu. Nv rất dễ thương, sẽ quay lại thêm nữa 💕💕💕💕💕💕💕💕💕💕💕💕💕💕",3
TỐT,Có rât nhiều thông tin bổ ích mà có thể mình chưa biết. Đã đi chung với gia đình để các thành viên có thể biết thêm về đất nước của mình,3
"Bánh bao không nóng và nhân ít, không như lời đồn","Thấy bánh bao bình thường quá trời luôn. Mà bánh bao không nóng gì cả, chỉ hơn ấm, ăn mất ngon. Nhân ít, không đặc, bánh bao không có gì đặc sắc. Đọc review trước thấy thần thánh lắm mà ăn thì thấy không được như lời đồn, huhu 😭😭😭",1
Bần tiện và kiếm tiền lố bịch từ khách tham quan,"Vinpearl Nha Trang, cáp treo vượt biển dài nhất thế giới.
Hôm nay mình trải qua một ngày vui vẻ, tham quan và chơi nhiều trò chơi cảm giác mạnh thật phê mặc dù nắng nóng.
Nhưng cũng có một trải nghiệm đáng buồn và cảm thấy nhục  cho cách làm du lịch có thể nói là “Bần Tiện” của Vinpearl. Mình là người Việt mà phải dịch Và tìm câu trả lời cho điều  cho mấy người bạn mình thật ngại và xấu hổ.

Chuyện là , Vinpearl ko đồng ý cho mang thức ăn đồ uống lên đảo. Uhm okie tôi hiểu vì các bạn muốn kinh doanh kiếm lời và ko cho du khách mang thức ăn ngoài vào nhưng ko cần phải : “Yêu cầu hành khánh bỏ hết túi sách, giỏ hay cặp lên bàn rồi mở ra lấy tay lục lọi ở trong đó có giấu đồ ăn không?”
(Các bạn có thể phạt tại chỗ nếu khách vào trong đảo mà mang đồ ăn giấu trong balo ra ăn được mà).

Ở sân bay họ còn chưa dám mở balo ra lục đồ như vậy nếu kiểm tra qua máy soi mà ko có điều gì khả nghi. 
Rồi tưởng gì, vào tới Vinpearl đồ ăn đồ uống giá thì gấp 3 lần so với bên ngoài.
Vậy mới thấy sự bần tiện đến hèn hạ.
Làm cho chuyến chơi giảm chút vui.
Mình chẳng tiếc mấy đồng bạc chi trả cho ăn uống nhưng thấy tiếc và xấu hổ trước những người bạn nước ngoài vì mình cũng là người Việt cho kiểu kinh doanh lố bịch như vậy. 
(Một dĩa cơm sườn nhỏ xíu với chén canh và ly nước ngọt 120k, ăn ko ra cái gì).",1
Yêu thích nhất trong các sky bar,"Âm nhạc du dương, cảnh phố ngày tết năm nay thật tấp nập. Làm cho tâm trạng thật háo hức và vui hơn khi được thiowngr thức một ly đồ uống tuyệt vời. Cảm ơn b Phong đã tư vấn nhiệt tình",3
giá hơi cao,"Một buổi chiều lang thang trên đường, bụng thì đói, không biết đi đâu và ăn gì. Đi qua phố Lý Thường Kiệt thấy có vô số hàng, nhìn quanh thấy có quán nộm, bánh bột lọc cũng đông người ăn nên vào ăn thử. Đây là kiểu quán ăn vỉa hè, đồ đựng trên xe đẩy, xếp mấy cái ghế xung quanh thêm cái ô nữa. Cô ngồi ở đối diện chếch chếch một chút quán kem Patice nha.

Mình gọi một nộm bò miếng (có 2 loại nộm bò miếng và nộm bà sợi), 5 bánh bột lọc, 2 nem cuốn. Đầu tiên là bát nộm bò miếng, nộm có thêm cả nem tai, hơi ít thịt nhưng ăn cũng ngon, nước chấm ăn cùng vừa miệng, thêm cả nem tai ăn sần sật cũng ngon. Tiếp đến là bánh bột lọc có giá 4k/c cái mà bé tí, ăn khéo phải 20c mới bõ @@ nhưng ngon, thơm, nước chấm có lạc ăn đậm đà và bùi nữa nha. Cuối cùng là nem cuốn gồm có rau, nem tai, đu đủ và hình như là có cả nem chua, nhưng không hiểu sao mình ăn lại không thấy có nem chua. Có hỏi có nem chua trong cuốn không thì cô bảo có @@. Mỗi loại nên thử một ít, mình thấy ngon nhất là bánh bột lọc.

Giá cả hơi cao so với các hàng khác một chút: nộm bò miếng: 35k/bát, bánh bột lọc: 4k/c (bé tý), nem cuốn: 6k/c. Cô bán từ 3 giờ đến 6 giờ tối hàng ngày. Khách ở đây thường là học sinh, nhân viên công sở, hoặc các bác phụ huynh ngồi ăn đợi đón con. Trời rét ngồi hơi bị lạnh, mưa hơi bẩn nhưng hôm nào trời ấm nắng đẹp thì đây cũng là sự lựa chọn tốt nha",1
Dinh chua,Ha Noi pho co co nhung con pho deu mang dau an dac sac rieng nhu khu pho hang buom mang dam ban sac ngoi den cua nhung vi vua thoi trung hoa co dai.,3
Tập nập về đêm,Bạn sẽ thú vị có những trải nghiệp và buổi tối muộn hoặc là sáng sớm tinh mơ. Một cảm giác rất thú vị. Cuối tuần có nhiều hoạt động giải trí thú vị ngay Bờ Hồ.,3
A ROMANTIC PLACE WITH DELICIOUS FOOD,"Nhà hàng rất dễ thương. Món Việt, món Âu đều rất ngon. Không gian lãng mạn. Trên tường toàn là tranh với tranh.. Nhạc êm dịu. Chủ nhà hàng và nhân viên phục vụ đều rất chu đáo. Giá cả mềm mại. Nói chung và nói riêng là rất thích. Highly recommend!  Captain Bear đi cùng với 1 Thầy người Đức. Thầy cũng khen y như vậy luôn. Món nào Thầy cũng ăn ngon lành ^.^ Và hôm sau, lại đến lần nữa! Được tặng 1 garlic bread nữa. Thích ghê ^.^  Captain Bear và Thầy ordered: Mullberry juiceCarrot JuiceSpring rollSweet and Sour FishFried beef with gingerFruit salad with yogurtFlan caramel = 340.000vnđ.  Tóm lại là highly recommend nha!",3
Tệ không còn chỗ nào để nói nữa,Còn thua áo 30k.,1
"Chất lượng kém, không giống các cơ sở khác","Cơ sở này chất lượng thậm chí mùi vị không hề giống 2 cơ sở còn lại. Sushi không tươi bằng, nước lẩu cũng không đúng vị. Đồ nhúng lẩu thì đông đá mà rã đông. Mùi vị các món khác đều kém hơn rất nhiều",1
ăn tối,"nhân viên: LinhTiên
Món ăn ngon, vừa miệng, có nhiều món ăn lạ
View đẹp và co phòng riêng cho gia đình",3
Tuk tuk Thai,"Tôi đã có bữa ăn tối tuyệt vời cùng gia đình tại tuk tuk trong chuyến du lịch NT. Không gian đẹp, đồ ăn ngon với cách deco cực kỳ bắt mắt, mang đậm hương vị Thái, nhân viên thân thiện. Rất ngon. Sẽ quay lại khi ghé thăm NT",3
Cách sắp xếp hợp lý.,"Là nơi bạn nên ghé qua, để sống lại một thời lịch sử. Thật khâm phục ý chí của những người làm chính trị. Thực ra họ quyết tâm sắt đá như vậy bởi cho rằng chính nghĩa thuộc về mình, và tin vào ngày chiến thắng.",3
Di tích lịch sử nên đi,"Mình đi cùng em trai vì ko biết nên đưa nó đi chơi đâu. Nhưng đến Hỏa Lò rồi thì thấy rất đáng. Không gian thoáng mát, rất sạch sẽ. Rất xúc động trước những hiện vâtk để lại và những mô hình tái hiện lại quá khứ. 
Cả khách du lịch nước ngoài lẫn người việt đều nên đến đây. ",3
Thái độ phục vụ không tốt,Thái độ phục vụ khách kém.,1
"Tạm được, không giống hình","Tạm được,  sản phẩm không giống hình lắm",2
View đẹp,"Nói chung là bữa ăn ổn. Hôm đó mình chọn chỗ bên ngoài trời nên khá chill, nhân viên phục vụ tân tình chỉ có điều món ăn chưa có gì đặc sắc. Mình có gọi suất lẩu nhưng vị nhạt toẹt á. Vẫn đánh giá 5 sao cho cái view",3
"Áo không giống như hình và lại quá nhỏ, không vừa với mình.","áo không đẹp giống hình, lại bị nhỏ mặc không vừa.",1
Chất vải không đẹp,Chất không đẹp.,1
"Hải sản tươi, view đẹp, phục vụ tốt","Nhà hàng Nhật ở tít trên tầng 28, gửi xe cũng rất dễ nhá có bảo vệ hướng dẫn. View thì siêu lãng mạn về đêm, đi với bạn bè mà muốn có bồ dắt lên ăn ngắm view cùng thưởng thức những món ăn tinh tế, hương vị thì khỏi phải bàn cãi. Hải sản tươi ngon, phục vụ thì chuyên nghiệp chăm sóc chu đáo. Chắc chắn sẽ quay lại nhé",3
"Sữa đậu nành bị hút gần hết, cần đóng gói cẩn thận hơn","Không biết do nhân viên giao hàng hay cửa hàng, nhưng khi gửi cốc sữa đậu nành bị hút gần hết. Quá thất vọng, đề phòng trường hợp như vậy, cửa hàng nên đóng gói cẩn thận. Nếu tình trạng giao đồ như vậy tiếp tục xảy ra, không ai dám đặt nữa",1
Không gian sang trọng - phục vụ tuyệt vời,Một đêm DJ Night tuyệt vời cùng những người bạn Hàn Quốc. Một địa điểm đáng đến khi đặt chân đến Hà Nội,3
"Đồ ăn không đa dạng, bị phụ thu thêm vô lí","Miến lẫn nước bọc túi nilon, 
ship về đến nơi thì miến nở hết ra ăn rất tệ, 
gọi 2 suất thì giao được cái 1 cái đũa, thiếu cả thìa,
thịt thì nhiều mỡ, 
suất 30k được vài miếng còn lại toàn giá đỗ với măng
P/s: Chủ quán lần sau cho riêng miến và nước riêng, khách phụ thu thêm tiền hộp thì có mất gì đâu.
      Topping đa dạng hơn xíu, có mỗi măng, giá với thịt mỏng 
      Lúc đầu mua về tưởng thịt vịt nướng ai dè thịt trần vẫn còn đỏ chưa chín, quán xem lại!",1
"Shop giao nhầm size, mình đã yêu cầu đổi nhưng chưa thấy phản hồi.","Shop giao nhầm size, yêu cầu đổi.",2
"Chân trâu dai, quá nhiều đá, lo ngại về vệ sinh","Mình không bình luận về bánh mì vì ăn vừa miệng, lần sau sẽ đặt bánh mì. Còn về sữa tươi chân trâu đường đen thì hơi nhiều đá, chân trâu dai, sau khi đọc báo về bạn ở Phú Thọ hay chỗ nào không nhỡ rõ phải mổ bụng lấy bã chân trâu là mình ""kinh hãi"" hãng nào nấu ct không kĩ không mềm, và savor đã cho mình trải nghiệm không dám ăn chân trâu ngoài húp nước sau mấy miếng nhai thử ct dai dai đến mỏi răng mà mấy hạt ct đó không thể nào nhuyễn nhỏ hơn được. Mong savor chuẩn bị ct kỹ hơn nhé vì tương lai sức khoẻ lành mạnh của các thực khách. Thanks.",1
nhà hàng tuyệt vời,"không gian nhà hàng rộng rãi, sạch sẽ, thoáng đãng, nhân viên chu đáo, thân thiện và quan tâm khách hàng. đồ ăn sạch sẽ và ngon ",3
Đồ ăn ngon,"Đồ ăn rất ngon, phục vụ nhiệt tình, giá cả hợp lý. Bò nướng siêu ngon, cánh gà chiên mắm siêu ngon. Nộm xoài cũng rất đỉnh.",3
Giao nhầm size,Đặt 2L shop lại giao 1L 1M.,1
"Đồ ăn ngon miệng, phục vụ chu đáo","Không gian ấm cúng, đồ ăn bày trí đẹp, ngon miệng, phục vụ Hào và Đạt chu đáo, niềm nở, tận tình. Sẽ quay lại cùng gia đình lần tới.",3
Điểm tham quan hấp dẫn,"Một trong những điểm tham quan hấp dẫn nhất tại thành phố Hồ Chí Minh, thuyết minh hay, nhiều góc chụp ảnh đẹp.",3
"Thức ăn giòn, ngon","Ăn giòn, ngon.",1
"đồ ăn có mùi kỳ, khoai thì bị mặn","Bên ngoài trông cũng như gà ở các MCdonald's khác. Nhưng mình là Fan của nhãn hàng gà rán này và theo mình gà ở đây không ngon bằng những chổ khác, da gà khô hơn thịt cũng khô, mình không biết có phải gà củ không nhưng mùi kỳ và khi ăn xong về mình ói ra hết. Đương nhiên có thể do dạ dày mình kém, nhưng việc gà có mùi và khô hơn những chổ khác, mình ăn gà hãng này nhiều những nơi khác gà bên ngoài giòn tan trong mền và bóc khói khi xé gà ra.
Điểm trừ thứ hai là khoai tây quá mặn.
Tương thì hầu như chổ nào cũng như nhau.
Mình vẫn thích gà cho vào hộp giấy đến khách tự mở ra nhưng cho vào thế này cũng không phải vấn đề, chỉ cần chất lượng gà ngon và mới là ổn.

Mình vẫn sẽ trung thành với thương hiệu gà này nhưng là những chổ khác chứ chổ này thì không bao giờ mình ăn lại. Vừa viết cmt mà bụng vẫn còn khó chịu.
Vị trí, giá cả, vv mình cho về 0 vì chất lượng kém thì giá cả không xứng vị trí càng không quan trọng.",1
